requirement_id,claim_id,chapter,categories,component_candidates,source_path,implementation_status,verification_status
REQ-00378,EAR1-C04-0195,4,measurement,,Moodify_Ear_v1_Chapter_04_Package/Moodify_Ear_v1_Chapter_04/Moodify_Ear_v1_Chapter_04.md,UNMAPPED,UNVERIFIED
REQ-00379,EAR1-C04-0201,4,verification,,Moodify_Ear_v1_Chapter_04_Package/Moodify_Ear_v1_Chapter_04/Moodify_Ear_v1_Chapter_04.md,UNMAPPED,UNVERIFIED
REQ-00380,EAR1-C04-0223,4,verification,,Moodify_Ear_v1_Chapter_04_Package/Moodify_Ear_v1_Chapter_04/Moodify_Ear_v1_Chapter_04.md,UNMAPPED,UNVERIFIED
REQ-00381,EAR1-C05-0003,5,measurement,COMP-008,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00382,EAR1-C05-0004,5,measurement;evidence,COMP-008,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00383,EAR1-C05-0007,5,evidence,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00384,EAR1-C05-0015,5,measurement,COMP-008,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00385,EAR1-C05-0017,5,evidence,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00386,EAR1-C05-0018,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00387,EAR1-C05-0019,5,measurement;human_authority,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00388,EAR1-C05-0020,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00389,EAR1-C05-0021,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00390,EAR1-C05-0022,5,human_authority,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00391,EAR1-C05-0023,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00392,EAR1-C05-0024,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00393,EAR1-C05-0025,5,measurement,COMP-008,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00394,EAR1-C05-0029,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00395,EAR1-C05-0030,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00396,EAR1-C05-0032,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00397,EAR1-C05-0034,5,human_authority,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00398,EAR1-C05-0038,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00399,EAR1-C05-0039,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00400,EAR1-C05-0040,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00401,EAR1-C05-0044,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00402,EAR1-C05-0045,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00403,EAR1-C05-0050,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00404,EAR1-C05-0051,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00405,EAR1-C05-0057,5,evidence,COMP-008,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00406,EAR1-C05-0058,5,measurement;evidence;verification,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00407,EAR1-C05-0061,5,human_authority,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00408,EAR1-C05-0073,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00409,EAR1-C05-0074,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00410,EAR1-C05-0076,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00411,EAR1-C05-0080,5,measurement;evidence;verification,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00412,EAR1-C05-0081,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00413,EAR1-C05-0085,5,verification,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00414,EAR1-C05-0086,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00415,EAR1-C05-0087,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00416,EAR1-C05-0090,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00417,EAR1-C05-0091,5,measurement;evidence;verification,COMP-008,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00418,EAR1-C05-0092,5,evidence,COMP-008,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00419,EAR1-C05-0093,5,measurement;verification,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00420,EAR1-C05-0096,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00421,EAR1-C05-0097,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00422,EAR1-C05-0100,5,measurement,COMP-008,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00423,EAR1-C05-0103,5,measurement,COMP-008,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00424,EAR1-C05-0109,5,evidence,COMP-008,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00425,EAR1-C05-0112,5,evidence,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00426,EAR1-C05-0115,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00427,EAR1-C05-0116,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00428,EAR1-C05-0118,5,measurement;evidence;failure_recovery,COMP-008,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00429,EAR1-C05-0119,5,verification,COMP-011,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00430,EAR1-C05-0125,5,evidence,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00431,EAR1-C05-0132,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00432,EAR1-C05-0136,5,verification,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00433,EAR1-C05-0137,5,measurement;verification,COMP-008,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00434,EAR1-C05-0139,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00435,EAR1-C05-0140,5,evidence,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00436,EAR1-C05-0141,5,evidence;failure_recovery,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00437,EAR1-C05-0143,5,measurement,COMP-011,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00438,EAR1-C05-0144,5,measurement;verification,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00439,EAR1-C05-0150,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00440,EAR1-C05-0151,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00441,EAR1-C05-0152,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00442,EAR1-C05-0153,5,evidence,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00443,EAR1-C05-0154,5,measurement;evidence,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00444,EAR1-C05-0155,5,evidence;verification,COMP-004,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00445,EAR1-C05-0156,5,evidence,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00446,EAR1-C05-0159,5,measurement;evidence,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00447,EAR1-C05-0162,5,evidence;verification,COMP-002;COMP-003;COMP-009,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00448,EAR1-C05-0163,5,verification,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00449,EAR1-C05-0165,5,verification,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00450,EAR1-C05-0167,5,verification,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00451,EAR1-C05-0168,5,evidence,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00452,EAR1-C05-0170,5,evidence,COMP-003,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00453,EAR1-C05-0176,5,verification,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00454,EAR1-C05-0178,5,verification,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00455,EAR1-C05-0180,5,verification,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00456,EAR1-C05-0181,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00457,EAR1-C05-0182,5,evidence,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00458,EAR1-C05-0183,5,verification,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00459,EAR1-C05-0184,5,measurement;human_authority,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00460,EAR1-C05-0185,5,verification,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00461,EAR1-C05-0188,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00462,EAR1-C05-0189,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00463,EAR1-C05-0190,5,evidence,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00464,EAR1-C05-0192,5,verification,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00465,EAR1-C05-0193,5,evidence,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00466,EAR1-C05-0196,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00467,EAR1-C05-0198,5,evidence,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00468,EAR1-C05-0200,5,evidence,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00469,EAR1-C05-0202,5,verification,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00470,EAR1-C05-0203,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00471,EAR1-C05-0211,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00472,EAR1-C05-0212,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00473,EAR1-C05-0229,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00474,EAR1-C05-0234,5,human_authority,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00475,EAR1-C05-0236,5,measurement,,Moodify_Ear_v1_Chapter_05_Package/Moodify_Ear_v1_Chapter_05/Moodify_Ear_v1_Chapter_05.md,UNMAPPED,UNVERIFIED
REQ-00476,EAR1-C06-0003,6,measurement,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00477,EAR1-C06-0005,6,measurement,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00478,EAR1-C06-0008,6,evidence,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00479,EAR1-C06-0015,6,measurement,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00480,EAR1-C06-0017,6,measurement,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00481,EAR1-C06-0018,6,measurement,COMP-009,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00482,EAR1-C06-0022,6,human_authority,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00483,EAR1-C06-0026,6,measurement,COMP-009,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00484,EAR1-C06-0028,6,measurement,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00485,EAR1-C06-0031,6,measurement;evidence,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00486,EAR1-C06-0032,6,evidence,COMP-009,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00487,EAR1-C06-0033,6,failure_recovery;human_authority,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00488,EAR1-C06-0035,6,measurement,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00489,EAR1-C06-0038,6,evidence,COMP-009,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00490,EAR1-C06-0040,6,measurement,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00491,EAR1-C06-0043,6,measurement,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00492,EAR1-C06-0045,6,measurement,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00493,EAR1-C06-0056,6,measurement,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00494,EAR1-C06-0057,6,verification,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00495,EAR1-C06-0058,6,evidence,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00496,EAR1-C06-0061,6,verification,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00497,EAR1-C06-0064,6,evidence,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00498,EAR1-C06-0066,6,verification,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00499,EAR1-C06-0069,6,measurement,COMP-009,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00500,EAR1-C06-0076,6,measurement;evidence,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00501,EAR1-C06-0078,6,measurement;verification,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00502,EAR1-C06-0086,6,measurement,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00503,EAR1-C06-0088,6,measurement,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00504,EAR1-C06-0090,6,measurement,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00505,EAR1-C06-0091,6,evidence,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00506,EAR1-C06-0093,6,measurement,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00507,EAR1-C06-0097,6,measurement;evidence,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00508,EAR1-C06-0104,6,measurement,COMP-009,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
REQ-00509,EAR1-C06-0107,6,evidence,,Moodify_Ear_v1_Chapter_06_Package/Moodify_Ear_v1_Chapter_06/Moodify_Ear_v1_Chapter_06.md,UNMAPPED,UNVERIFIED
